@relation 'wine-weka.filters.unsupervised.instance.Resample-S0-Z30.0-no-replacement-V_ICA-weka.filters.unsupervised.attribute.IndependentComponents-W-A12-N200-T1.0E-4-weka.filters.unsupervised.attribute.AddCluster-Wweka.clusterers.SimpleKMeans -init 0 -max-candidates 100 -periodic-pruning 10000 -min-density 2.0 -t1 -1.25 -t2 -1.0 -N 8 -A \"weka.core.EuclideanDistance -R first-last\" -I 500 -num-slots 1 -S 10-weka.filters.unsupervised.instance.RemovePercentage-P70.0-V'

@attribute Source_0 numeric
@attribute Source_1 numeric
@attribute Source_2 numeric
@attribute Source_3 numeric
@attribute Source_4 numeric
@attribute Source_5 numeric
@attribute Source_6 numeric
@attribute Source_7 numeric
@attribute Source_8 numeric
@attribute Source_9 numeric
@attribute Source_10 numeric
@attribute class {0,1,2,3,4,5,6,7,8,9,10}
@attribute cluster {cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8}

@data
-0.024248,-0.024266,-0.050717,-0.058489,-0.002354,-0.003516,0.017962,0.002264,-0.021479,0.004426,-0.027799,6,cluster3
-0.037811,-0.035466,-0.066459,-0.046152,-0.01184,-0.019756,-0.011315,0.009424,-0.007356,-0.000883,-0.017564,6,cluster4
-0.024248,-0.024266,-0.050717,-0.058489,-0.002354,-0.003516,0.017962,0.002264,-0.021479,0.004426,-0.027799,6,cluster3
-0.016737,-0.026551,-0.04941,-0.070963,-0.010521,0.001569,0.0227,0.006336,-0.011786,-0.002413,-0.035884,7,cluster3
-0.015291,-0.019633,-0.053821,-0.060142,0.003016,-0.010503,0.031254,-0.005184,-0.010578,0.006379,-0.034183,6,cluster3
-0.016125,-0.038582,-0.050484,-0.082891,-0.017536,0.000567,0.03588,0.013447,-0.031325,-0.010023,-0.016003,7,cluster1
-0.026399,-0.042933,-0.068715,-0.072444,-0.027295,-0.013157,0.032443,0.019514,-0.02049,-0.007936,-0.027104,7,cluster4
-0.00089,-0.020195,-0.051171,-0.065189,-0.005873,0.002671,0.039237,0.007772,-0.028378,-0.016233,-0.029925,5,cluster1
-0.014741,-0.036978,-0.044319,-0.083333,0.01768,-0.006937,0.022873,0.009184,-0.025968,0.001229,-0.034306,6,cluster1
0.012555,-0.05479,-0.059749,-0.04539,-0.016594,0.012688,0.002091,-0.003686,-0.02719,0.003527,-0.027855,4,cluster3
-0.022707,-0.003073,-0.042359,-0.038591,0.005247,0.00892,0.025695,-0.011618,0.001721,-0.02325,-0.004097,6,cluster6
-0.017358,-0.023771,-0.025113,-0.070331,0.015445,0.015004,0.014162,-0.019191,-0.018239,0.011095,-0.012711,6,cluster8
0.002902,-0.02485,-0.067215,-0.039621,0.009096,-0.008847,0.033734,-0.019173,-0.016753,0.013938,-0.017821,8,cluster3
-0.013823,-0.04391,-0.06303,-0.100356,0.005413,-0.019045,0.037409,0.026955,0.002089,-0.020875,-0.024584,8,cluster1
-0.026015,-0.043857,-0.061956,-0.078893,0.002488,-0.023532,0.03552,0.012157,-0.011446,-0.004253,-0.028059,8,cluster1
-0.006138,-0.02076,-0.025527,-0.070374,0.023736,0.010244,-0.004564,-0.008873,-0.011927,0.011615,-0.029523,6,cluster8
0.003593,-0.054114,-0.067913,-0.068874,0.03718,-0.019368,0.039722,-0.002478,-0.002386,0.008844,-0.039555,8,cluster1
-0.013823,-0.04391,-0.06303,-0.100356,0.005413,-0.019045,0.037409,0.026955,0.002089,-0.020875,-0.024584,8,cluster1
-0.031756,-0.014028,-0.053259,-0.043572,-0.003987,-0.013904,0.027936,-0.002943,-0.020993,-0.010056,-0.019392,7,cluster6
-0.000045,-0.034952,-0.045215,-0.072862,-0.006414,0.013814,0.040614,-0.015665,-0.021645,-0.005393,-0.005539,5,cluster1
-0.023642,-0.043545,-0.045592,-0.088212,0.021228,-0.026289,0.023121,0.012889,-0.011124,0.003229,-0.0204,7,cluster1
-0.006758,-0.035156,-0.059076,-0.09178,0.005958,-0.010724,0.048618,0.02929,-0.037476,-0.003228,-0.022191,8,cluster1
-0.00892,-0.051509,-0.051994,-0.095433,0.013734,-0.012231,0.043967,0.002887,-0.007327,0.006846,-0.033972,7,cluster1
-0.004966,-0.007617,-0.048822,-0.067375,0.001765,0.000058,0.01866,-0.002174,0.002892,0.001195,-0.036865,6,cluster3
-0.008036,-0.051536,-0.053458,-0.095561,0.013243,-0.012525,0.043706,0.002374,-0.006262,0.007321,-0.033778,7,cluster1
-0.035372,-0.015282,-0.033918,-0.038611,-0.002468,0.035051,0.025143,-0.013554,-0.013473,-0.00329,0.016608,5,cluster6
-0.007696,-0.020095,-0.040418,-0.059471,-0.004826,0.012055,0.035232,-0.011984,-0.027322,-0.00145,-0.015051,7,cluster3
-0.052037,-0.022429,-0.051103,-0.032987,0.009323,-0.02277,-0.000123,-0.009135,-0.01882,-0.00464,-0.018303,6,cluster6
-0.016897,-0.0298,-0.048115,-0.074351,0.007574,-0.002805,0.053002,-0.006249,-0.029856,-0.007704,-0.031444,8,cluster1
-0.052037,-0.022429,-0.051103,-0.032987,0.009323,-0.02277,-0.000123,-0.009135,-0.01882,-0.00464,-0.018303,6,cluster6
-0.030973,-0.050748,-0.048095,-0.073857,-0.001308,-0.011297,0.031198,0.00545,-0.021508,-0.017302,-0.023434,7,cluster1
-0.052037,-0.022429,-0.051103,-0.032987,0.009323,-0.02277,-0.000123,-0.009135,-0.01882,-0.00464,-0.018303,6,cluster6
-0.008646,-0.015695,-0.048598,-0.063258,0.005785,0.030117,0.002151,0.020272,-0.017346,-0.00064,-0.035852,5,cluster2
-0.014249,-0.019326,-0.044464,-0.052566,0.005119,-0.006405,0.044845,-0.021612,-0.016401,0.007861,-0.010178,5,cluster6
-0.016897,-0.0298,-0.048115,-0.074351,0.007574,-0.002805,0.053002,-0.006249,-0.029856,-0.007704,-0.031444,8,cluster1
0.000936,-0.020908,-0.042235,-0.073953,0.012933,-0.004111,0.036088,-0.015788,-0.004271,0.001597,-0.040107,7,cluster1
-0.007696,-0.020095,-0.040418,-0.059471,-0.004826,0.012055,0.035232,-0.011984,-0.027322,-0.00145,-0.015051,7,cluster3
-0.030973,-0.050748,-0.048095,-0.073857,-0.001308,-0.011297,0.031198,0.00545,-0.021508,-0.017302,-0.023434,7,cluster1
-0.029359,-0.04483,-0.056757,-0.051069,-0.013412,-0.00859,0.004078,0.009096,-0.0155,0.010513,-0.033201,7,cluster4
-0.052164,-0.02236,-0.05116,-0.033007,0.009308,-0.022926,-0.000092,-0.009063,-0.018958,-0.00439,-0.017962,6,cluster6
-0.027022,-0.043843,-0.056533,-0.059339,-0.022728,-0.015822,0.011777,0.011936,-0.017217,0.003688,-0.025459,6,cluster4
-0.008646,-0.015695,-0.048598,-0.063258,0.005785,0.030117,0.002151,0.020272,-0.017346,-0.00064,-0.035852,5,cluster2
-0.011642,-0.013821,-0.051192,-0.069023,-0.005003,0.020801,0.007403,0.017097,-0.013486,0.001423,-0.027579,5,cluster3
-0.017761,-0.018386,-0.041681,-0.043521,-0.009019,0.018519,0.026281,-0.021074,-0.010347,-0.017906,0.004398,5,cluster6
-0.010242,-0.014913,-0.042246,-0.047324,-0.005237,0.022706,0.007715,-0.013961,-0.021829,-0.019564,-0.016403,6,cluster6
-0.010242,-0.014913,-0.042246,-0.047324,-0.005237,0.022706,0.007715,-0.013961,-0.021829,-0.019564,-0.016403,6,cluster6
-0.010242,-0.014913,-0.042246,-0.047324,-0.005237,0.022706,0.007715,-0.013961,-0.021829,-0.019564,-0.016403,6,cluster6
-0.010242,-0.014913,-0.042246,-0.047324,-0.005237,0.022706,0.007715,-0.013961,-0.021829,-0.019564,-0.016403,6,cluster6
-0.01981,-0.023901,-0.062625,-0.057872,-0.012668,-0.018065,0.031414,0.011208,-0.030308,0.019122,-0.028998,6,cluster3
-0.016804,-0.009242,-0.064597,-0.02992,0.015028,0.011288,0.01733,0.024084,-0.023391,-0.006288,-0.01286,5,cluster5
-0.014836,0.011936,-0.04633,-0.068098,-0.004343,-0.014388,0.020797,0.015068,-0.016437,-0.00362,-0.026782,5,cluster3
0.005187,-0.040799,-0.065896,-0.130173,0.010356,-0.027585,0.04821,0.029673,-0.003588,-0.001367,0.015284,5,cluster1
-0.008688,0.000581,-0.047904,-0.047135,-0.002039,0.006065,0.00625,-0.00772,-0.008635,-0.014925,-0.017812,5,cluster6
-0.001502,0.005063,-0.048598,-0.057158,-0.013519,-0.002772,0.021961,0.011988,-0.056003,0.008274,-0.026301,4,cluster2
0.0112,-0.020782,-0.030283,-0.068676,0.023871,0.013664,-0.013511,-0.018084,-0.005551,-0.013482,-0.018331,6,cluster5
-0.017761,-0.018386,-0.041681,-0.043521,-0.009019,0.018519,0.026281,-0.021074,-0.010347,-0.017906,0.004398,5,cluster6
-0.018935,-0.034662,-0.042268,-0.082271,0.009977,-0.017551,0.012192,0.005342,-0.011099,-0.012211,-0.032108,7,cluster1
-0.026093,-0.010818,-0.038988,-0.064066,-0.009341,0.013771,0.002197,0.020393,-0.021611,-0.004816,-0.022099,5,cluster4
-0.027011,-0.010248,-0.039698,-0.064314,-0.008492,0.012522,0.002428,0.02216,-0.021959,-0.003926,-0.020004,5,cluster4
-0.004109,-0.041389,-0.038838,-0.078989,0.007809,0.011316,0.045443,-0.0147,-0.018884,-0.010951,-0.026326,6,cluster1
-0.012517,-0.021127,-0.041389,-0.064687,0.017837,-0.010166,0.022662,-0.009984,-0.002418,0.000466,-0.023341,7,cluster8
-0.022571,-0.051212,-0.041404,-0.092305,0.017228,-0.004765,0.043747,-0.011478,-0.021793,0.011247,-0.02486,7,cluster1
0.001144,-0.028289,-0.030018,-0.073077,0.013066,0.015098,0.003143,0.002117,-0.02672,0.003999,-0.024691,5,cluster2
-0.015237,-0.020371,-0.049787,-0.068306,0.019063,-0.003458,0.044743,0.005527,-0.020714,-0.017647,-0.028755,6,cluster1
-0.032313,-0.045807,-0.048372,-0.07095,-0.005654,-0.017339,0.01787,0.0044,-0.020322,0.001843,-0.036657,6,cluster4
-0.00754,-0.003476,-0.038583,-0.054119,0.010482,0.007615,0.001297,-0.032138,-0.009627,0.008402,0.009308,5,cluster8
-0.038464,-0.025077,-0.070183,-0.014669,0.029889,0.027382,0.012692,0.052298,-0.009346,0.053999,-0.017778,5,cluster7
0.011126,-0.00975,-0.038601,-0.077477,0.000473,0.0064,0.016935,-0.012008,-0.000527,0.003792,-0.028994,6,cluster3
-0.007801,-0.00868,-0.043269,-0.035251,-0.009148,0.021866,0.029352,-0.021891,-0.019278,-0.006726,-0.013687,7,cluster6
-0.007801,-0.00868,-0.043269,-0.035251,-0.009148,0.021866,0.029352,-0.021891,-0.019278,-0.006726,-0.013687,7,cluster6
-0.007801,-0.00868,-0.043269,-0.035251,-0.009148,0.021866,0.029352,-0.021891,-0.019278,-0.006726,-0.013687,7,cluster6
-0.007801,-0.00868,-0.043269,-0.035251,-0.009148,0.021866,0.029352,-0.021891,-0.019278,-0.006726,-0.013687,7,cluster6
-0.007801,-0.00868,-0.043269,-0.035251,-0.009148,0.021866,0.029352,-0.021891,-0.019278,-0.006726,-0.013687,7,cluster6
-0.007801,-0.00868,-0.043269,-0.035251,-0.009148,0.021866,0.029352,-0.021891,-0.019278,-0.006726,-0.013687,7,cluster6
-0.013906,0.005463,-0.062109,-0.028776,0.000413,0.004735,0.025342,0.005215,-0.013008,-0.004487,-0.027867,6,cluster6
-0.026383,-0.004201,-0.038654,-0.045364,0.009821,-0.000746,0.012672,-0.01336,-0.006446,0.003692,0.002915,5,cluster6
-0.007801,-0.00868,-0.043269,-0.035251,-0.009148,0.021866,0.029352,-0.021891,-0.019278,-0.006726,-0.013687,7,cluster6
-0.000477,-0.020687,-0.040915,-0.06597,-0.015287,0.009723,0.009004,-0.018757,-0.001205,0.010932,-0.020406,5,cluster3
0.003379,-0.02697,-0.037402,-0.073625,0.009749,0.012158,0.007768,-0.003192,-0.008778,-0.007743,-0.045234,5,cluster3
0.001166,-0.022372,-0.045371,-0.068741,-0.004805,-0.000976,0.029418,-0.010685,-0.017432,0.012193,-0.028649,7,cluster3
-0.007637,-0.031707,-0.059318,-0.056334,-0.03096,-0.002058,0.02775,0.003221,-0.044974,0.00693,-0.003887,5,cluster3
-0.031572,-0.052593,-0.055909,-0.107048,-0.00342,-0.022608,0.01314,0.015176,0.00196,-0.022523,-0.023915,8,cluster4
-0.014659,0.003364,-0.049994,-0.053699,0.005708,-0.012557,0.017911,0.002612,-0.016075,-0.028282,-0.008861,5,cluster6
-0.014659,0.003364,-0.049994,-0.053699,0.005708,-0.012557,0.017911,0.002612,-0.016075,-0.028282,-0.008861,5,cluster6
-0.018651,-0.015592,-0.047616,-0.051969,0.015992,-0.01032,0.037899,-0.013922,-0.016594,-0.00226,-0.009422,6,cluster6
-0.014659,0.003364,-0.049994,-0.053699,0.005708,-0.012557,0.017911,0.002612,-0.016075,-0.028282,-0.008861,5,cluster6
-0.009131,-0.045815,-0.046879,-0.077264,-0.019569,-0.001307,0.012583,0.00348,-0.030546,-0.022652,-0.041126,4,cluster4
-0.018651,-0.015592,-0.047616,-0.051969,0.015992,-0.01032,0.037899,-0.013922,-0.016594,-0.00226,-0.009422,6,cluster6
-0.008044,-0.020935,-0.072266,-0.10814,0.025195,-0.057655,0.047305,0.034808,-0.006694,-0.010379,-0.012817,5,cluster1
-0.009873,-0.021231,-0.046636,-0.054518,0.03017,-0.006986,-0.003263,-0.001785,-0.005799,-0.031789,-0.024284,5,cluster5
-0.009001,-0.02584,-0.045051,-0.082201,0.02251,-0.019476,0.042583,0.001323,-0.024987,-0.000462,-0.018687,6,cluster1
-0.028873,-0.066088,-0.052142,-0.070324,0.004944,-0.02096,0.020567,0.004785,-0.023082,-0.007568,-0.012568,7,cluster1
-0.009873,-0.021231,-0.046636,-0.054518,0.03017,-0.006986,-0.003263,-0.001785,-0.005799,-0.031789,-0.024284,5,cluster5
-0.00106,-0.012821,-0.036413,-0.068665,0.012079,-0.003138,0.03404,-0.006618,-0.035512,-0.001242,-0.020151,6,cluster2
-0.002442,-0.020611,-0.035305,-0.068634,0.010042,-0.000158,0.040261,-0.007422,-0.039425,-0.005016,-0.012288,6,cluster1
-0.001822,-0.019839,-0.051043,-0.042078,0.017873,-0.000401,0.00643,-0.004077,-0.008436,-0.004263,-0.027554,5,cluster5
-0.030197,-0.029703,-0.035785,-0.048579,0.008239,0.019762,0.033413,-0.017266,-0.005386,-0.011035,-0.001742,6,cluster6
-0.008635,-0.050681,-0.039249,-0.0983,0.014884,0.003308,0.033502,-0.019553,-0.009333,0.010446,-0.035416,7,cluster1
0.004639,-0.003283,-0.052496,-0.032168,0.024985,-0.007036,0.015562,-0.004331,-0.030703,-0.006093,-0.012832,5,cluster5
0.002478,-0.024159,-0.050469,-0.039592,0.022313,-0.002907,0.002928,-0.004594,-0.012781,-0.004731,-0.029652,5,cluster5
0.001162,-0.023783,-0.051341,-0.038524,0.021073,-0.001997,0.005369,-0.00386,-0.013697,-0.001392,-0.027115,6,cluster5
-0.001822,-0.019839,-0.051043,-0.042078,0.017873,-0.000401,0.00643,-0.004077,-0.008436,-0.004263,-0.027554,5,cluster5
-0.030961,-0.020814,-0.052659,-0.043873,-0.002767,-0.011409,0.025359,0.001048,-0.020649,-0.00752,-0.010015,6,cluster6
-0.026232,-0.010936,-0.053056,-0.046118,0.008341,-0.012788,0.019814,0.002094,-0.00754,-0.012418,-0.011424,6,cluster6
0.011014,-0.029103,-0.058234,-0.058791,0.001328,0.000644,0.001602,-0.004555,-0.006141,0.019797,-0.017781,5,cluster3
-0.023953,-0.014338,-0.04598,-0.058058,-0.003916,0.032489,0.02641,0.018323,-0.009468,0.000262,0.012768,5,cluster3
-0.015474,-0.033863,-0.036605,-0.060144,-0.002131,0.018184,0.017687,0.01126,-0.029229,-0.001442,-0.039353,5,cluster2
-0.010309,-0.036448,-0.038522,-0.077599,-0.001342,0.011714,0.012179,0.005068,-0.012787,-0.019043,-0.045274,5,cluster4
-0.028159,-0.027608,-0.039099,-0.061309,-0.033614,0.001649,-0.000043,0.012193,-0.04437,0.006168,-0.005942,5,cluster4
-0.015474,-0.033863,-0.036605,-0.060144,-0.002131,0.018184,0.017687,0.01126,-0.029229,-0.001442,-0.039353,5,cluster2
-0.028159,-0.027608,-0.039099,-0.061309,-0.033614,0.001649,-0.000043,0.012193,-0.04437,0.006168,-0.005942,5,cluster4
-0.023953,-0.014338,-0.04598,-0.058058,-0.003916,0.032489,0.02641,0.018323,-0.009468,0.000262,0.012768,5,cluster3
0.008968,-0.056321,-0.058462,-0.042272,-0.010816,0.012292,0.002798,-0.005303,-0.025476,0.005245,-0.017223,5,cluster3
0.007429,-0.055812,-0.057517,-0.042432,-0.01034,0.012359,0.003025,-0.004113,-0.026983,0.006139,-0.016165,6,cluster3
-0.004751,-0.029017,-0.043099,-0.057542,-0.008271,0.015628,0.032417,-0.006514,-0.027902,0.001785,-0.027397,6,cluster3
-0.032132,-0.031588,-0.037663,-0.05073,0.018387,0.01053,0.026841,-0.010489,-0.010566,-0.011448,-0.012088,3,cluster6
-0.015474,-0.033863,-0.036605,-0.060144,-0.002131,0.018184,0.017687,0.01126,-0.029229,-0.001442,-0.039353,5,cluster2
-0.010309,-0.036448,-0.038522,-0.077599,-0.001342,0.011714,0.012179,0.005068,-0.012787,-0.019043,-0.045274,5,cluster4
-0.022269,-0.022547,-0.033969,-0.064494,0.01485,0.010249,0.020499,-0.002257,-0.020775,-0.016744,-0.00827,5,cluster6
-0.012519,-0.025195,-0.048508,-0.06077,-0.000605,-0.000797,0.008241,0.009718,-0.015389,-0.014751,-0.000991,5,cluster4
-0.012582,-0.021488,-0.046584,-0.076429,0.015755,-0.014603,0.027767,0.012107,-0.011768,-0.007691,-0.017523,6,cluster1
-0.00648,-0.029934,-0.048345,-0.07824,0.019515,-0.012756,0.030631,-0.006029,0.002665,0.001694,-0.013451,6,cluster1
-0.00648,-0.029934,-0.048345,-0.07824,0.019515,-0.012756,0.030631,-0.006029,0.002665,0.001694,-0.013451,6,cluster1
0.001262,-0.011068,-0.055951,-0.0664,-0.0083,-0.002006,0.032028,0.007404,-0.01382,-0.004495,-0.028416,5,cluster3
-0.029673,-0.020653,-0.049477,-0.045385,-0.000806,-0.010205,0.028078,0.0025,-0.019967,-0.012472,-0.010455,6,cluster6
-0.02384,-0.046696,-0.04538,-0.078285,0.003388,-0.001549,0.021455,0.006992,-0.013468,-0.033557,-0.050994,6,cluster1
-0.001621,-0.02381,-0.046923,-0.04157,0.020566,0.004229,0.00474,-0.004239,-0.011623,-0.003875,-0.029226,5,cluster5
-0.023074,-0.028272,-0.045488,-0.064837,-0.008725,-0.003517,0.022318,0.013224,-0.028822,0.001025,-0.0261,7,cluster4
-0.00648,-0.029934,-0.048345,-0.07824,0.019515,-0.012756,0.030631,-0.006029,0.002665,0.001694,-0.013451,6,cluster1
-0.012582,-0.021488,-0.046584,-0.076429,0.015755,-0.014603,0.027767,0.012107,-0.011768,-0.007691,-0.017523,6,cluster1
-0.030214,-0.049506,-0.047251,-0.094924,0.005076,-0.008248,0.037623,0.021996,-0.024376,-0.020087,-0.017107,7,cluster1
-0.009593,-0.002802,-0.061554,-0.053077,-0.019803,0.021036,0.027514,0.025856,-0.010464,0.000824,-0.022444,5,cluster3
-0.009593,-0.002802,-0.061554,-0.053077,-0.019803,0.021036,0.027514,0.025856,-0.010464,0.000824,-0.022444,5,cluster3
-0.00194,0.005755,-0.046187,-0.050993,-0.006571,-0.00257,0.001478,0.006689,-0.00856,0.009967,-0.002452,5,cluster3
-0.027464,-0.027776,-0.049409,-0.075427,0.006831,-0.004416,0.037539,0.027372,-0.04105,0.003506,-0.034632,6,cluster1
-0.027464,-0.027776,-0.049409,-0.075427,0.006831,-0.004416,0.037539,0.027372,-0.04105,0.003506,-0.034632,6,cluster1
-0.00194,0.005755,-0.046187,-0.050993,-0.006571,-0.00257,0.001478,0.006689,-0.00856,0.009967,-0.002452,5,cluster3
-0.001249,-0.021726,-0.050835,-0.087563,0.006612,-0.009259,0.031899,0.012143,-0.026972,0.001704,-0.014584,6,cluster1
-0.003466,-0.048542,-0.057523,-0.039604,-0.001799,0.000703,0.021212,-0.00512,-0.014893,-0.015444,-0.043685,6,cluster6
-0.011265,-0.023393,-0.05402,-0.07321,-0.002489,-0.008079,0.032501,0.016066,-0.037918,0.000137,-0.033888,6,cluster2
-0.022458,-0.01757,-0.033047,-0.04654,0.008402,0.012496,0.016039,-0.015368,0.000494,-0.02124,-0.00234,5,cluster6
-0.01355,-0.043166,-0.03348,-0.086539,0.022561,0.002627,0.041848,-0.017715,-0.024116,-0.002835,-0.023089,6,cluster1
-0.022458,-0.01757,-0.033047,-0.04654,0.008402,0.012496,0.016039,-0.015368,0.000494,-0.02124,-0.00234,5,cluster6
-0.034169,-0.061851,-0.057446,-0.045442,0.051077,0.057343,0.019993,0.062605,0.000969,0.05066,-0.006784,6,cluster7
-0.02797,-0.032531,-0.040028,-0.073005,0.009102,0.005275,-0.003463,0.007767,-0.043663,0.002592,0.003901,5,cluster2
-0.01355,-0.043166,-0.03348,-0.086539,0.022561,0.002627,0.041848,-0.017715,-0.024116,-0.002835,-0.023089,6,cluster1
-0.03783,-0.048209,-0.039019,-0.090482,0.003465,-0.009828,0.009283,0.002733,-0.015725,-0.01182,-0.020392,7,cluster4
-0.016745,-0.008347,-0.055448,-0.059546,0.015144,-0.025355,0.032965,-0.003219,-0.015455,0.0132,-0.03253,6,cluster3
-0.019691,-0.021919,-0.035699,-0.065291,0.002961,-0.001191,0.006515,-0.013501,0.001736,0.020544,-0.016184,6,cluster8
-0.017547,-0.032086,-0.045538,-0.076402,0.02484,-0.006174,0.050742,-0.006298,-0.01314,0.004715,-0.039446,6,cluster1
-0.00373,0.00586,-0.039143,-0.050141,0.011772,0.007853,0.01589,-0.002703,-0.017723,-0.012311,-0.036612,5,cluster6
-0.039343,0.019645,-0.071314,-0.030566,0.021078,-0.039442,0.023408,0.00602,-0.01949,0.014694,-0.00386,6,cluster6
-0.026941,0.02149,-0.052529,-0.047906,0.02561,-0.033065,0.034487,0.012764,-0.015835,0.003633,-0.02808,6,cluster6
-0.026941,0.02149,-0.052529,-0.047906,0.02561,-0.033065,0.034487,0.012764,-0.015835,0.003633,-0.02808,6,cluster6
-0.023945,-0.047341,-0.04365,-0.097724,0.005558,-0.002023,0.034353,0.013338,-0.016532,-0.011383,-0.020854,7,cluster1
-0.028715,-0.053908,-0.055948,-0.077833,0.014167,-0.018297,0.034347,0.011319,-0.01389,0.003498,-0.023084,6,cluster1
-0.00373,0.00586,-0.039143,-0.050141,0.011772,0.007853,0.01589,-0.002703,-0.017723,-0.012311,-0.036612,5,cluster6
-0.026693,0.003958,-0.060516,-0.049301,0.017151,-0.018441,0.029995,0.001051,-0.014616,0.013101,-0.010628,6,cluster6
-0.026941,0.02149,-0.052529,-0.047906,0.02561,-0.033065,0.034487,0.012764,-0.015835,0.003633,-0.02808,6,cluster6
-0.005028,-0.025804,-0.053111,-0.038926,0.018339,0.006074,0.006219,0.001454,-0.01132,-0.001375,-0.029201,5,cluster5
-0.030694,-0.018001,-0.045242,-0.046102,0.020075,0.001161,0.045012,-0.014876,-0.007388,0.001207,-0.005231,5,cluster6
-0.018013,-0.032896,-0.04033,-0.073558,0.00053,0.006651,0.023662,0.01443,-0.022217,0.004831,-0.024349,5,cluster1
-0.019806,-0.004919,-0.054405,-0.049994,0.017972,-0.000726,0.012315,0.008635,-0.007803,-0.003329,-0.008574,5,cluster6
-0.017648,-0.00556,-0.051896,-0.039213,0.000348,-0.002195,0.026431,-0.016896,-0.01015,-0.00205,0.018881,6,cluster6
-0.017648,-0.00556,-0.051896,-0.039213,0.000348,-0.002195,0.026431,-0.016896,-0.01015,-0.00205,0.018881,6,cluster6
-0.021659,-0.042602,-0.055793,-0.072789,0.001425,-0.000296,0.031944,0.010707,-0.018264,-0.015863,-0.028785,6,cluster1
-0.026929,-0.044093,-0.053017,-0.082324,-0.007968,-0.011171,0.017375,0.009778,-0.038197,0.007818,-0.016886,6,cluster4
-0.017648,-0.00556,-0.051896,-0.039213,0.000348,-0.002195,0.026431,-0.016896,-0.01015,-0.00205,0.018881,6,cluster6
-0.016415,-0.017452,-0.050217,-0.060462,0.012686,-0.001276,0.038846,-0.008493,-0.012884,-0.001261,-0.010135,6,cluster6
-0.001133,-0.024732,-0.058514,-0.071825,0.005115,-0.00076,0.047399,0.010372,-0.018719,-0.004206,-0.010199,6,cluster1
-0.003275,0.010093,-0.045054,-0.068513,-0.018309,0.002795,0.020516,0.012499,-0.025907,0.005657,0.005181,5,cluster3
-0.01294,-0.039231,-0.036931,-0.086053,0.007555,-0.006668,0.027499,-0.000159,-0.031861,0.006578,-0.022222,6,cluster1
-0.01586,-0.022123,-0.041454,-0.060654,0.004639,0.000645,0.009955,-0.007154,-0.01244,-0.014247,-0.029211,6,cluster6
-0.031716,-0.01383,-0.054566,-0.037527,0.001594,-0.020547,0.026902,0.001736,-0.02289,-0.015394,-0.02209,6,cluster6
-0.033704,-0.012372,-0.037827,-0.059966,0.005693,-0.018198,0.016668,0.022515,-0.048807,0.004133,-0.026879,7,cluster2
-0.011074,-0.015738,-0.049763,-0.055015,0.009222,-0.009532,0.031051,-0.011068,-0.013202,0.006339,-0.017994,5,cluster3
0.017742,-0.018733,-0.100726,-0.156324,0.007813,-0.027609,0.016922,0.01819,-0.023358,0.008967,0.026333,4,cluster1
-0.04529,-0.050973,-0.067703,-0.054545,-0.016846,0.042687,0.032251,0.035133,0.003983,0.030696,-0.015272,6,cluster7
-0.017302,-0.028563,-0.053865,-0.067849,0.000406,0.006116,0.045068,0.013928,-0.005867,0.019334,-0.014976,6,cluster1
-0.033824,-0.045323,-0.046991,-0.080212,0.004514,-0.017671,0.024529,0.014312,-0.019098,-0.000601,-0.01537,7,cluster1
-0.033824,-0.045323,-0.046991,-0.080212,0.004514,-0.017671,0.024529,0.014312,-0.019098,-0.000601,-0.01537,7,cluster1
-0.010666,-0.019767,-0.04766,-0.074272,0.015235,-0.014338,0.027827,0.011588,-0.009777,-0.007272,-0.020565,7,cluster1
-0.010666,-0.019767,-0.04766,-0.074272,0.015235,-0.014338,0.027827,0.011588,-0.009777,-0.007272,-0.020565,7,cluster1
-0.018909,-0.036295,-0.04863,-0.091108,0.035579,-0.008416,0.060462,0.016534,-0.026431,-0.009836,-0.038514,6,cluster1
-0.023362,-0.024087,-0.076442,-0.013066,0.038837,0.014962,0.013154,0.051872,-0.020164,0.058795,-0.014127,6,cluster7
-0.033824,-0.045323,-0.046991,-0.080212,0.004514,-0.017671,0.024529,0.014312,-0.019098,-0.000601,-0.01537,7,cluster1
-0.010666,-0.019767,-0.04766,-0.074272,0.015235,-0.014338,0.027827,0.011588,-0.009777,-0.007272,-0.020565,7,cluster1
-0.036232,-0.065064,-0.074368,-0.097652,-0.017152,-0.028816,0.024262,0.025449,0.008838,-0.016832,-0.02273,7,cluster4
-0.018909,-0.036295,-0.04863,-0.091108,0.035579,-0.008416,0.060462,0.016534,-0.026431,-0.009836,-0.038514,6,cluster1
0.002055,-0.026723,-0.055622,-0.039849,0.01764,0.003282,-0.000447,-0.003157,-0.004005,-0.003873,-0.029116,5,cluster5
-0.008026,-0.040322,-0.061075,-0.087354,-0.001251,-0.005505,0.046785,0.016942,-0.024044,-0.003488,-0.039701,6,cluster1
-0.013466,-0.035982,-0.044556,-0.063269,-0.003862,0.009326,0.020331,0.012027,-0.025279,-0.003424,-0.03498,6,cluster4
-0.029885,-0.028201,-0.042638,-0.050341,0.015816,0.004937,0.020164,0.003311,-0.016643,-0.022438,-0.008242,5,cluster6
